Date,Open,High,Low,Close,Prev_Close,Change,Percent_Change,Shares_Traded,Turnover_Cr,PE,PB,Div_Yield,VIX_Open,VIX_High,VIX_Low,VIX_Close,VIX_Prev_Close,VIX_Change,VIX_Percent_Change,Price_Turn,Direction,Near_Close,Near_Contracts,Near_TurnOver,Near_OI,Near_OI_Change,Next_Close,Next_Contracts,Next_TurnOver,Next_OI,Next_OI_Change,Far_Close,Far_Contracts,Far_TurnOver,Far_OI,Far_OI_Change,Week_Day,Week_Num,Trading_Days
10-May-2016,7873.55,7896.9,7837.7,7887.8,7866.05,21.75,0.28,166957276,7306.72,21.3,3.29,1.36,16.6125,17.185,15.0225,16.415,16.6125,-0.2,-1.19,0,3,7919.75,143307,849071.59,18483450,264975,7930.45,4704,27917.51,1515225,18900,7946.85,1057,6285.95,90150,19350,Tue,W2,20
11-May-2016,7804.65,7893.1,7780.9,7848.85,7887.8,-38.95,-0.49,220712496,9394.05,21.19,3.27,1.37,16.415,17.4625,15.5375,16.9625,16.415,0.55,3.34,0,3,7865.85,244803,1443150.56,16720350,-1763100,7878.45,7923,46781.81,1552725,37500,7895.8,1481,8769.17,114525,24375,Wed,W2,20
12-May-2016,7871.45,7916.05,7849.65,7900.4,7848.85,51.55,0.66,157444918,7171.91,21.33,3.29,1.36,16.9625,17.1675,15.96,16.3275,16.9625,-0.64,-3.74,0,3,7928.2,172530,1023469.26,17043975,323625,7939,6806,40440.77,1639650,86925,7951.4,1868,11124.69,152925,38400,Thu,W2,20
13-May-2016,7881,7881,7784.2,7814.9,7900.4,-85.5,-1.08,185061782,10152.08,21.1,3.26,1.38,16.3275,17.3675,14.195,16.9975,16.3275,0.67,4.1,0,3,7830.55,211856,1244215,16286400,-757575,7842.9,7823,46018.21,1752075,112425,7861.95,1483,8743.96,162975,10050,Fri,W3,20
16-May-2016,7831.2,7873.9,7772.15,7860.75,7814.9,45.85,0.59,211547775,7790.24,21.54,3.28,1.37,16.9975,17.77,16.1675,17.0325,16.9975,0.04,0.21,0,3,7887.2,186817,1098097.75,16198875,-87525,7896.65,8738,51456.14,1846050,93975,7912.75,1367,8054.44,183525,20550,Mon,W3,20
17-May-2016,7896.85,7940.1,7879.7,7890.75,7860.75,30,0.38,189140810,8195.95,21.62,3.29,1.36,17.0325,17.0325,15.735,16.3725,17.0325,-0.66,-3.87,0,3,7907.6,153461,911962.83,16604025,405150,7917.1,9894,58879.2,2016600,170550,7932.75,1530,9120.46,189300,5775,Tue,W3,20
18-May-2016,7846.75,7882.05,7810.75,7870.15,7890.75,-20.6,-0.26,161169418,7333.13,21.57,3.28,1.37,16.3725,16.97,15.99,16.455,16.3725,0.08,0.5,0,3,7879.3,196154,1155195.97,16091700,-512325,7889.4,21119,124471.36,2701125,684525,7905.1,1366,8071.85,199950,10650,Wed,W3,20
19-May-2016,7875.5,7876.2,7766.8,7783.4,7870.15,-86.75,-1.1,175711829,7163.38,21.33,3.24,1.38,16.455,17.4175,15.4175,17.0625,16.455,0.61,3.69,0,3,7785.1,193420,1134820.93,16499400,407700,7794.65,19128,112225.19,3194925,493800,7811.9,1344,7910.03,210000,10050,Thu,W3,20
20-May-2016,7792.2,7812.4,7735.75,7749.7,7783.4,-33.7,-0.43,161889432,6798.89,21.19,3.22,1.39,17.0625,17.0625,14.9825,16.425,17.0625,-0.64,-3.74,0,3,7763.35,162319,948705.15,15625950,-873450,7767.95,19212,112348.42,3652125,457200,7788.65,1408,8253.76,225000,15000,Fri,WX,20
23-May-2016,7813.95,7820.6,7722.2,7731.05,7749.7,-18.65,-0.24,177347948,7141.74,21.13,3.22,1.39,16.425,16.5525,15.1825,16.16,16.425,-0.27,-1.61,0,3,7744.85,192597,1122967.64,14619975,-1005975,7750.9,66088,385442.39,6473400,2821275,7770.35,1837,10741.7,261150,36150,Mon,WX,20
24-May-2016,7738.05,7761.55,7715.8,7748.85,7731.05,17.8,0.23,151538169,6119.23,21.16,3.22,1.39,16.16,16.8875,15.6875,16.22,16.16,0.06,0.37,1,1,7759.3,151066,877531.12,13667175,-952800,7762.1,63957,371685.19,8654850,2181450,7785,1296,7551.56,294075,32925,Tue,WX,20
25-May-2016,7811.8,7941.2,7809.3,7934.9,7748.85,186.05,2.4,181636649,8202.39,22.07,3.3,1.36,16.22,16.22,14.5475,15.52,16.22,-0.7,-4.32,0,1,7943,254189,1503533.13,11506050,-2161125,7953.95,165611,981097.65,14885400,6230550,7964.65,6137,36485.83,502650,208575,Wed,WX,20
26-May-2016,7974.45,8083,7948.5,8069.65,7934.9,134.75,1.7,272456307,12422,22.39,3.36,1.33,15.52,15.52,14.4675,15.325,15.52,-0.2,-1.26,0,1,8062.65,208309,1251699.78,7607175,-3898875,8069.65,169213,1018301.48,19485675,4600275,8084.5,8088,48697.93,899625,396975,Thu,WX,20
27-May-2016,8081.95,8164.2,8077.05,8156.65,8069.65,87,1.08,268963949,10607.22,22.66,3.4,1.32,15.325,15.8575,14.9375,15.26,15.325,-0.07,-0.42,0,1,8172.45,182486,1114798.27,20937900,1452225,8192,6042,36977.88,1038750,139125,8220.6,854,5248.17,39525,39525,Fri,W1,25
30-May-2016,8166.5,8200,8150.8,8178.5,8156.65,21.85,0.27,255086293,9199.38,22.69,3.41,1.31,15.26,16.4425,14.77,15.975,15.26,0.72,4.69,0,1,8194.3,115182,708086.71,21695850,757950,8214.65,3902,24042.8,1095225,56475,8249.4,1320,8167.69,90075,50550,Mon,W1,25
31-May-2016,8209.85,8213.6,8134.3,8160.1,8178.5,-18.4,-0.22,485645737,21491.53,22.6,3.4,1.32,15.975,16.3625,14.3025,16.045,15.975,0.07,0.44,1,3,8190.9,144169,885398.28,21630150,-65700,8211.5,4787,29469.72,1209000,113775,8244.5,553,3418.13,105300,15225,Tue,W1,25
01-Jun-2016,8179.2,8215.35,8171.05,8179.95,8160.1,19.85,0.24,200371829,8408.53,22.65,3.41,1.31,16.045,16.0975,14.72,15.835,16.045,-0.21,-1.31,0,3,8194.55,125472,771709.05,21499350,-130800,8215.1,5423,33440.64,1355925,146925,8249.15,556,3443.44,117075,11775,Wed,W1,25
02-Jun-2016,8156.9,8229.5,8154.75,8218.95,8179.95,39,0.48,187316365,8389.69,22.76,3.43,1.31,15.835,15.9375,14.96,15.0875,15.835,-0.75,-4.72,0,3,8243.25,138830,854011.71,21519600,20250,8263.6,4405,27167.76,1473600,117675,8297.25,900,5582.42,136350,19275,Thu,W1,25
03-Jun-2016,8246.2,8262,8209.85,8220.8,8218.95,1.85,0.02,390652017,10762.52,22.77,3.43,1.31,15.0875,15.3925,14.0475,14.995,15.0875,-0.09,-0.61,0,3,8238.9,111882,692368.87,21192750,-326850,8260.65,4726,29328.27,1622700,149100,8293.5,419,2611.43,141225,4875,Fri,W2,25
06-Jun-2016,8228.75,8234.7,8186.05,8201.05,8220.8,-19.75,-0.24,176885226,7657.92,22.71,3.42,1.31,14.995,15.535,14.1175,15.355,14.995,0.36,2.4,0,3,8229.8,87388,539778.34,20991825,-200925,8255.55,2211,13697.3,1642200,19500,8290.95,417,2593.93,145050,3825,Mon,W2,25
07-Jun-2016,8235.55,8294.95,8216.4,8266.45,8201.05,65.4,0.8,249365706,10462.49,22.69,3.44,1.3,15.355,15.355,14.4025,14.87,15.355,-0.49,-3.16,0,3,8283.15,152776,948497.06,21656100,664275,8309.1,4827,30063.31,1674675,32475,8346.4,1284,8039.29,182250,37200,Tue,W2,25
08-Jun-2016,8285.5,8288.9,8252.05,8273.05,8266.45,6.6,0.08,179710369,7614.02,22.71,3.45,1.3,14.87,15.2875,13.315,15.1425,14.87,0.27,1.83,0,3,8284.2,85867,533368.18,21498000,-158100,8308.95,2685,16725.75,1698150,23475,8345.25,294,1839.91,184350,2100,Wed,W2,25
09-Jun-2016,8273.35,8273.35,8184.6,8203.6,8273.05,-69.45,-0.84,180293039,7973.1,22.52,3.42,1.31,15.1425,15.8325,13.975,15.6725,15.1425,0.53,3.5,0,3,8229.35,139553,862063.03,21503550,5550,8256.75,6032,37380.55,1663275,-34875,8296.1,799,4976.4,197325,12975,Thu,W2,25
10-Jun-2016,8180.25,8265.6,8162.85,8170.05,8203.6,-33.55,-0.41,187757375,7853.83,22.43,3.38,1.28,15.6725,16.27,14.5525,15.97,15.6725,0.3,1.9,0,3,8190.4,206860,1275710.09,21482550,-21000,8220.55,7419,45894.72,1725975,62700,8261.35,908,5646.19,200025,2700,Fri,W3,25
13-Jun-2016,8102.25,8125.25,8063.9,8110.6,8170.05,-59.45,-0.73,174916286,7343.99,22.26,3.36,1.29,15.97,17.0775,15.6575,16.5825,15.97,0.61,3.84,0,3,8130.65,173539,1056170.18,20754075,-728475,8157.35,7764,47409.06,1798125,72150,8198.1,987,6057.35,211425,11400,Mon,W3,25
14-Jun-2016,8134.4,8134.95,8069.5,8108.85,8110.6,-1.75,-0.02,150042362,6003.23,22.26,3.36,1.29,16.5825,17.5375,14.91,17.19,16.5825,0.61,3.66,0,3,8120.55,160367,975254.54,19111350,-1642725,8148.95,6300,38459.23,1842075,43950,8190,570,3494.91,211425,0,Tue,W3,25
15-Jun-2016,8139.4,8213.2,8123.15,8206.6,8108.85,97.75,1.21,174953935,6945.89,22.53,3.4,1.27,17.19,17.63,15.42,17.055,17.19,-0.14,-0.79,0,3,8221.35,155032,950938.57,18571575,-539775,8249.2,7397,45527.64,1907175,65100,8288.95,1706,10554.45,208650,-2775,Wed,W3,25
16-Jun-2016,8180.65,8180.65,8074.45,8140.75,8206.6,-65.85,-0.8,195028743,7764.57,22.35,3.37,1.28,17.055,18.4625,15.775,17.6975,17.055,0.64,3.77,0,3,8158.75,236177,1440534.58,17058750,-1512825,8183.45,10795,66067.74,1923900,16725,8217.3,3358,20597.59,303750,95100,Thu,W3,25
17-Jun-2016,8176.65,8195.25,8135.8,8170.2,8140.75,29.45,0.36,171842760,7741.9,22.43,3.36,1.28,17.6975,17.8975,16.04,17.35,17.6975,-0.35,-1.96,0,3,8174.4,152210,934391.84,17061300,2550,8199.2,7313,45035.23,1950300,26400,8232.15,1536,9497.01,325275,21525,Fri,W4,25
20-Jun-2016,8115.75,8244.15,8107.35,8238.5,8170.2,68.3,0.84,173750792,7392.97,22.62,3.39,1.27,17.35,18.45,16.29,17.5175,17.35,0.17,0.97,0,3,8251.9,200754,1236222.72,17478225,416925,8280.45,12167,75215.57,2133600,183300,8309.65,3328,20661.4,456600,131325,Mon,W4,25
21-Jun-2016,8255.4,8257.25,8202.15,8219.9,8238.5,-18.6,-0.23,141161921,5978.26,22.56,3.38,1.27,17.5175,17.705,16.39,17.26,17.5175,-0.26,-1.47,0,3,8225.1,101659,627286.07,16894200,-584025,8253.8,6045,37428.03,2159025,25425,8282.95,1220,7580.31,516750,60150,Tue,W4,25
22-Jun-2016,8213.65,8238.35,8153.25,8203.7,8219.9,-16.2,-0.2,140268297,6377.69,22.52,3.37,1.27,17.26,18.3125,16.22,18.185,17.26,0.93,5.36,0,3,8205.05,140721,866248.32,15560700,-1333500,8233.45,13685,84540.62,2378775,219750,8263.8,1934,11999.24,562950,46200,Wed,W4,25
23-Jun-2016,8201.15,8285.6,8188.3,8270.45,8203.7,66.75,0.81,158852677,6805.86,22.7,3.4,1.26,18.185,18.8275,16.9925,18.02,18.185,-0.17,-0.91,1,2,8282.25,144451,893653.81,15888150,327450,8310.1,16580,102907.48,2788275,409500,8341.05,2306,14349.33,653625,90675,Thu,W4,25
24-Jun-2016,8029.1,8100.7,7927.05,8088.6,8270.45,-181.85,-2.2,306803641,13263.08,22.2,3.29,1.28,18.02,21.05,16.1525,18.6275,18.02,0.61,3.37,1,1,8086.9,425112,2554763.96,13436025,-2452125,8118.35,60721,366398.64,3583575,795300,8145.3,6721,40707.96,740100,86475,Fri,WX,25
27-Jun-2016,8039.35,8120.65,8039.35,8094.7,8088.6,6.1,0.08,167462711,7614.06,22.22,3.29,1.28,18.6275,19.73,18.3825,18.53,18.6275,-0.1,-0.52,0,1,8104.6,198257,1203591.73,12118500,-1317525,8134.5,57157,348400.98,5871300,2287725,8163.45,3200,19564.03,825900,85800,Mon,WX,25
28-Jun-2016,8096.05,8146.35,8086.85,8127.85,8094.7,33.15,0.41,175724276,7777.39,22.31,3.3,1.28,18.53,18.81,17.445,17.725,18.53,-0.81,-4.34,0,1,8136.05,166179,1013145.9,10755000,-1363500,8166.55,67688,414192.31,8288400,2417100,8193.5,2039,12520.18,885000,59100,Tue,WX,25
29-Jun-2016,8173.1,8212.4,8157.65,8204,8127.85,76.15,0.94,151499716,6940.87,22.52,3.33,1.26,17.725,17.725,15.905,16.155,17.725,-1.57,-8.86,0,1,8204.5,155306,953384.75,8196750,-2558250,8236.65,84363,519858.68,11494350,3205950,8266.55,4035,24949.19,991500,106500,Wed,WX,25
30-Jun-2016,8260.25,8308.15,8242.1,8287.75,8204,83.75,1.02,288031935,12346.32,22.75,3.37,1.25,16.155,16.41,14.655,16.29,16.155,0.14,0.84,0,1,8284.75,222297,1379490.17,5611500,-2585250,8321.05,188219,1172442.81,18424575,6930225,8350.45,5380,33617.69,1168275,176775,Thu,WX,25
01-Jul-2016,8313.05,8356.75,8308.65,8328.35,8287.75,40.6,0.49,170581881,7358.38,22.86,3.38,1.25,16.29,16.3575,15.6525,15.7375,16.29,-0.55,-3.39,0,1,8355.15,122603,768696.91,18754050,329475,8386.3,4054,25513.65,1217400,49125,8427.15,770,4868.25,42000,42000,Fri,W1,19
04-Jul-2016,8376.75,8398.45,8364.7,8370.7,8328.35,42.35,0.51,158955823,6662.92,22.98,3.4,1.24,15.7375,15.965,15.15,15.5775,15.7375,-0.16,-1.02,0,1,8387.35,107343,675805.69,19078800,324750,8420,2706,17099.81,1229250,11850,8459.1,791,5022.77,75150,33150,Mon,W1,19
05-Jul-2016,8379.3,8381.45,8319.95,8335.95,8370.7,-34.75,-0.42,143253937,5976.01,22.88,3.39,1.24,15.5775,15.7,14.8325,15.3625,15.5775,-0.22,-1.38,0,1,8354,111772,700730.15,18927300,-151500,8390.1,2821,17756.94,1237350,8100,8431.1,544,3440.06,89250,14100,Tue,W1,19
07-Jul-2016,8342,8361.95,8317.7,8337.9,8335.95,1.95,0.02,160327315,7592.94,22.89,3.39,1.24,15.3625,15.58,14.285,15.3075,15.3625,-0.06,-0.36,0,1,8358.3,101433,635962.11,18666525,-260775,8394.8,2384,15010.74,1244175,6825,8436.6,622,3935.23,103800,14550,Thu,W1,19
08-Jul-2016,8350,8353.3,8287.55,8323.2,8337.9,-14.7,-0.18,142159935,6886.33,22.85,3.38,1.25,15.3075,15.805,13.9125,15.0825,15.3075,-0.23,-1.47,0,1,8336.45,131519,821180.05,18265125,-401400,8373.35,4306,27007.99,1281150,36975,8411.65,458,2884.74,111900,8100,Fri,W2,19
11-Jul-2016,8413.35,8475.25,8407.05,8467.9,8323.2,144.7,1.74,154399933,7576.69,23.25,3.44,1.23,15.0825,15.0825,13.7575,14.8475,15.0825,-0.24,-1.56,0,1,8489.4,149095,947335.84,19943700,1678575,8524.55,7120,45425.17,1455675,174525,8563.15,1531,9816.85,141600,29700,Mon,W2,19
12-Jul-2016,8502.6,8526.6,8479.2,8521.05,8467.9,53.15,0.63,189339750,7873.74,23.37,3.46,1.22,14.8475,15.03,13.815,14.7825,14.8475,-0.07,-0.44,0,1,8528.75,109220,697329.22,21256800,1313100,8564.55,4774,30607.76,1546950,91275,8603.6,1591,10246.92,192000,50400,Tue,W2,19
13-Jul-2016,8540.45,8550.25,8493.55,8519.5,8521.05,-1.55,-0.02,201492184,8284.38,23.37,3.46,1.22,14.7825,15.405,13.865,15.325,14.7825,0.54,3.67,1,3,8520.05,103989,664489.9,21436500,179700,8554.95,5768,37015.74,1660950,114000,8593.65,1098,7077.8,212475,20475,Wed,W2,19
14-Jul-2016,8515.75,8571.4,8500.7,8565,8519.5,45.5,0.53,158738499,6890.07,23.49,3.48,1.21,15.325,15.9225,14.16,15.61,15.325,0.29,1.86,0,3,8576.55,105038,673745.45,22060950,624450,8613.2,7230,46581.04,1856475,195525,8650.4,1494,9665.18,238200,25725,Thu,W2,19
15-Jul-2016,8565.45,8594.8,8510.05,8541.4,8565,-23.6,-0.28,228598684,12375.84,23.43,3.47,1.21,15.61,16.3225,13.92,15.6375,15.61,0.03,0.18,0,3,8554.85,147492,946835.81,22519425,458475,8591.25,9458,60987.77,2083425,226950,8629.95,2057,13312.95,287700,49500,Fri,W3,19
18-Jul-2016,8564.05,8587.1,8494.35,8508.7,8541.4,-32.7,-0.38,169400452,8200.06,23.34,3.46,1.22,15.6375,16.2025,14.1075,15.9875,15.6375,0.35,2.24,0,3,8520.5,125612,806927.11,22379700,-139725,8556.85,7389,47670.04,2224950,141525,8593.35,4335,28122.75,524025,236325,Mon,W3,19
19-Jul-2016,8514.3,8540.05,8476.7,8528.55,8508.7,19.85,0.23,173050805,7928.14,23.39,3.46,1.22,15.9875,16.23,13.92,15.795,15.9875,-0.19,-1.2,0,3,8540.45,150283,960463.01,22899075,519375,8577.8,11535,74059.43,2524425,299475,8610.5,1436,9252.06,551400,27375,Tue,W3,19
20-Jul-2016,8515.45,8569.9,8512.55,8565.85,8528.55,37.3,0.44,165349380,7936.36,23.49,3.48,1.21,15.795,16.2125,14.1375,15.99,15.795,0.2,1.23,0,3,8584.15,95196,612231.67,23520525,621450,8621.55,9078,58634.38,2857050,332625,8656.4,1151,7464.19,584550,33150,Wed,W3,19
21-Jul-2016,8582.7,8585.25,8503.45,8510.1,8565.85,-55.75,-0.65,154575685,7399.71,23.34,3.46,1.22,15.99,16.1125,14.0275,15.7125,15.99,-0.28,-1.74,0,3,8519.75,122537,785899.04,23127825,-392700,8559.45,10755,69302.91,3042225,185175,8594.5,1646,10644.37,604725,20175,Thu,W3,19
22-Jul-2016,8519.65,8548.95,8489.8,8541.2,8510.1,31.1,0.37,147619642,6504,23.43,3.47,1.21,15.7125,15.955,14.4425,15.4975,15.7125,-0.22,-1.37,0,3,8554.3,120624,772502.69,23262900,135075,8594.2,16809,108119.14,3626925,584700,8633.15,2180,14084.73,614775,10050,Fri,WX,19
25-Jul-2016,8519.95,8641.15,8517.2,8635.65,8541.2,94.45,1.11,154631398,7850.12,23.69,3.44,1.23,15.4975,16.1125,13.5225,15.7175,15.4975,0.22,1.42,0,3,8639.7,180035,1161067.39,21429450,-1833450,8682.1,58450,378957.49,6812700,3185775,8722.25,3357,21846.19,707550,92775,Mon,WX,19
26-Jul-2016,8633.75,8644.9,8577.15,8590.65,8635.65,-45,-0.52,159563469,8765.45,23.56,3.39,1.28,15.7175,16.1475,13.945,15.62,15.7175,-0.1,-0.62,0,3,8592.85,182837,1183290.58,20419575,-1009875,8640.55,108732,707733.95,12979350,6166650,8688.2,4735,30960.03,923775,216225,Tue,WX,19
27-Jul-2016,8599.4,8665,8572.05,8615.8,8590.65,25.15,0.29,189796380,10885.88,23.63,3.4,1.27,15.62,15.67,14.47,15.4275,15.62,-0.19,-1.23,0,3,8614.75,207432,1340130.05,17661225,-2758350,8660.6,112153,728535.38,17736975,4757625,8704.8,4997,32633.32,1107900,184125,Wed,WX,19
28-Jul-2016,8636.95,8674.7,8625.25,8666.3,8615.8,50.5,0.59,240721865,12998.06,23.69,3.42,1.26,15.4275,15.535,12.5925,15.1475,15.4275,-0.28,-1.81,0,3,8661.85,158883,1030469.97,13640925,-4020300,8701.9,119675,779863.51,21852375,4115400,8747.95,9120,59735.47,1586100,478200,Thu,WX,19
29-Jul-2016,8668.3,8670.35,8631.15,8638.5,8666.3,-27.8,-0.32,161935155,8428.8,23.62,3.38,1.27,15.1475,15.23,14.1525,14.9175,15.1475,-0.23,-1.52,0,3,8686.6,107539,700544.13,22176150,323775,8735.15,3479,22791.49,1675200,89100,8772.35,236,1552.26,10650,10650,Fri,W1,19
01-Aug-2016,8654.3,8711.3,8590.5,8636.55,8638.5,-1.95,-0.02,194186858,9881.67,23.61,3.38,1.27,14.9175,15.4775,14.36,15.18,14.9175,0.26,1.76,0,3,8682,161712,1054007.7,22525725,349575,8729.45,7528,49357.82,1823400,148200,8763.7,1321,8693.06,68325,57675,Mon,W1,19
02-Aug-2016,8647.45,8687.2,8611.4,8622.9,8636.55,-13.65,-0.16,174556789,8652.31,23.58,3.38,1.27,15.18,15.7925,13.955,15.6925,15.18,0.51,3.38,0,3,8660.3,122088,794913.82,22811700,285975,8709.35,4324,28310.83,1884450,61050,8744.6,510,3354.77,75000,6675,Tue,W1,19
03-Aug-2016,8635.2,8635.45,8529.6,8544.85,8622.9,-78.05,-0.91,168033073,8507.82,23.36,3.35,1.28,15.6925,16.445,14.295,16.2375,15.6925,0.55,3.47,0,3,8582.55,169582,1094948.1,24006825,1195125,8631.3,6856,44513.22,1951425,66975,8664.15,1169,7622.1,97650,22650,Wed,W1,19
04-Aug-2016,8599.95,8601.4,8518.15,8551.1,8544.85,6.25,0.07,169780463,7399.03,23.38,3.35,1.28,16.2375,16.2375,14.1025,15.14,16.2375,-1.1,-6.76,0,3,8594.4,143202,922038.02,23718750,-288075,8640.85,10732,69481.8,2313675,362250,8672.7,722,4691.46,127800,30150,Thu,W1,19
05-Aug-2016,8600.2,8689.4,8590.15,8683.15,8551.1,132.05,1.54,162784913,7635.01,23.74,3.4,1.26,15.14,15.14,13.6175,14.3525,15.14,-0.79,-5.2,0,3,8708.2,144047,937863.87,23965350,246600,8756,7989,52290.72,2544375,230700,8792.55,1069,7027.76,158250,30450,Fri,W2,19
08-Aug-2016,8712.85,8723.5,8697.6,8711.35,8683.15,28.2,0.32,177877012,7862.15,23.82,3.41,1.26,14.3525,14.8225,13.1125,14.5875,14.3525,0.24,1.64,0,3,8742.3,89213,584991.69,24671175,705825,8789.8,5776,38092.62,2643900,99525,8828,1492,9879.64,214275,56025,Mon,W2,19
09-Aug-2016,8727.8,8728.35,8638.2,8678.25,8711.35,-33.1,-0.38,206261255,9111.4,23.73,3.4,1.26,14.5875,14.96,12.35,14.5375,14.5875,-0.05,-0.34,0,3,8702.55,121323,791829.13,24641925,-29250,8751.45,5843,38354.2,2686725,42825,8787.05,2005,13208.89,216300,2025,Tue,W2,19
10-Aug-2016,8686.7,8690.1,8564.6,8575.3,8678.25,-102.95,-1.19,178963496,8206.18,23.44,3.36,1.28,14.5375,15.25,12.7125,14.9225,14.5375,0.39,2.65,0,3,8598.05,158553,1026287.39,25566900,924975,8649.55,7730,50343.27,2751300,64575,8686.4,2906,18985.65,238275,21975,Wed,W2,19
11-Aug-2016,8572.8,8601.15,8540.05,8592.15,8575.3,16.85,0.2,195114539,8634.8,23.49,3.34,1.26,14.9225,14.9225,13.1725,14.2125,14.9225,-0.71,-4.76,0,3,8612.45,133499,860915.8,25509600,-57300,8660.9,6140,39810.69,2765475,14175,8695.05,1213,7898.12,285300,47025,Thu,W2,19
12-Aug-2016,8605.45,8684.3,8604.45,8672.15,8592.15,80,0.93,272014034,11998.86,23.71,3.36,1.24,14.2125,14.2125,12.3725,13.77,14.2125,-0.44,-3.11,0,3,8678.4,140132,911372.73,24633900,-875700,8727.95,8896,58187.64,3023250,257775,8761.95,1341,8807.28,323925,38625,Fri,W3,19
16-Aug-2016,8670.25,8682.35,8600.45,8642.55,8672.15,-29.6,-0.34,231771409,10937.35,23.63,3.35,1.25,13.77,14.6375,13.14,14.1825,13.77,0.41,3,0,3,8659.9,140465,910858.38,24837600,203700,8708.05,8689,56668.77,3182775,159525,8742.15,2401,15716.88,391425,67500,Tue,W3,19
17-Aug-2016,8639.8,8667.1,8603.6,8624.05,8642.55,-18.5,-0.21,179540691,8161.38,23.58,3.34,1.25,14.1825,14.905,12.7125,14.78,14.1825,0.6,4.21,0,3,8631.4,126929,822743.71,24581025,-256575,8680.15,9915,64661.13,3414975,232200,8714.15,2763,18093.64,511050,119625,Wed,W3,19
18-Aug-2016,8648.85,8690.7,8645.05,8673.25,8624.05,49.2,0.57,169431656,7900.6,23.71,3.36,1.24,14.78,14.78,12.91,14.55,14.78,-0.23,-1.56,0,3,8685.1,129887,846475.07,23846100,-734925,8734.65,22921,150212.25,4484625,1069650,8767.15,2386,15697.18,608400,97350,Thu,W3,19
19-Aug-2016,8694.3,8696.6,8647.1,8666.9,8673.25,-6.35,-0.07,197770568,8354.88,23.7,3.31,1.25,14.55,14.905,12.105,14.5375,14.55,-0.01,-0.09,0,3,8677.25,93335,607402.65,23211375,-634725,8727.1,16838,110247.68,5185425,700800,8759.9,2104,13828.81,655350,46950,Fri,WX,19
22-Aug-2016,8667,8684.85,8614,8629.15,8666.9,-37.75,-0.44,156976546,7394.57,23.59,3.3,1.25,14.5375,15.005,13.27,14.235,14.5375,-0.3,-2.08,0,3,8633.2,197137,1277836.82,18163500,-5047875,8686.2,99306,647649.14,10917900,5732475,8719.3,3497,22881.91,758775,103425,Mon,WX,19
23-Aug-2016,8628.35,8642.15,8580,8632.6,8629.15,3.45,0.04,193302503,7309.82,23.73,3.3,1.25,14.235,14.62,13.06,13.8975,14.235,-0.34,-2.37,0,3,8641.75,229896,1486930.83,12351375,-5812125,8695.3,136912,890940.22,18344475,7426575,8725.9,2921,19078.74,818025,59250,Tue,WX,19
24-Aug-2016,8648.5,8661.05,8620.9,8650.3,8632.6,17.7,0.21,154168043,7199.72,23.78,3.31,1.25,13.8975,14.035,12.39,13.4875,13.8975,-0.41,-2.95,0,3,8654.65,154128,999040.43,9294825,-3056550,8702.75,81767,532936.27,21324900,2980425,8742.25,4401,28812.34,954675,136650,Wed,WX,19
25-Aug-2016,8668.85,8683.05,8583.65,8592.2,8650.3,-58.1,-0.67,219736214,10508.32,23.62,3.29,1.26,13.4875,13.6125,10.9275,13.285,13.4875,-0.2,-1.5,0,3,8596.2,194304,1258881.96,5220225,-4074600,8644.95,163139,1062648.96,26381700,5056800,8684.55,4271,27967.03,1043775,89100,Thu,WX,19
26-Aug-2016,8614.35,8622.95,8547.55,8572.55,8592.2,-19.65,-0.23,152146666,7153.37,23.5,3.27,1.25,13.285,14.205,12.35,13.57,13.285,0.29,2.15,0,3,8625,130050,841438.47,27299175,917475,8664.9,3116,20252.47,1056900,13125,8702,1324,8641.5,73950,73950,Fri,W1,23
29-Aug-2016,8583.75,8622,8543.75,8607.45,8572.55,34.9,0.41,133723771,6857.99,23.6,3.29,1.24,13.57,14.005,12.9375,13.165,13.57,-0.41,-2.98,1,1,8649.75,140642,908985.56,27762675,463500,8687.9,3162,20519.01,1092075,35175,8724.55,1081,7046.55,122400,48450,Mon,W1,23
30-Aug-2016,8646.75,8750.6,8642.25,8744.35,8607.45,136.9,1.59,154828719,8392.76,23.97,3.34,1.22,13.165,13.165,12.2925,13.02,13.165,-0.15,-1.1,0,1,8794.6,176782,1159470.06,30451425,2688750,8833.25,6883,45335.6,1227450,135375,8874.6,1580,10449.83,196350,73950,Tue,W1,23
31-Aug-2016,8754.05,8819.2,8754.05,8786.2,8744.35,41.85,0.48,373422334,22534.29,24.09,3.36,1.22,13.02,13.5425,12.245,13.2425,13.02,0.22,1.71,0,1,8836.15,163435,1082937.89,33023850,2572425,8876.7,5027,33458.37,1286550,59100,8915.15,874,5844.03,234600,38250,Wed,W1,23
01-Sep-2016,8793.6,8813.25,8759.95,8774.65,8786.2,-11.55,-0.13,246336047,9653.93,24.06,3.35,1.22,13.2425,13.68,12.5375,13.34,13.2425,0.1,0.74,0,1,8808.35,109257,723105.17,33625125,601275,8848.5,2791,18556.26,1313250,26700,8889.75,884,5904.86,251325,16725,Thu,W1,23
02-Sep-2016,8796.35,8824.1,8768.2,8809.65,8774.65,35,0.4,197385217,8231.93,24.15,3.36,1.22,13.34,13.445,12.6375,12.94,13.34,-0.4,-3,0,1,8840.15,95337,630697.08,33166725,-458400,8879.5,2920,19407.03,1335150,21900,8920.7,378,2524.37,256275,4950,Fri,W2,23
